Matt Miller	None	https://www.politifact.com/personalities/matt-miller/
Bill Jackson	Republican	https://www.politifact.com/personalities/bill-jackson/
American Revolution	None	https://www.politifact.com/personalities/american-revolution/
Cori Bush	Democrat	https://www.politifact.com/personalities/cori-bush/
American Bird Conservancy	None	https://www.politifact.com/personalities/american-bird-conservancy/
The David Perdue Files	None	https://www.politifact.com/personalities/david-perdue-files/
Jill Karofsky	None	https://www.politifact.com/personalities/jill-karofsky/
Marc Thiessen	Republican	https://www.politifact.com/personalities/marc-thiessen/
Antiwar.com	Organization	https://www.politifact.com/personalities/antiwarcom/
The Political Line	None	https://www.politifact.com/personalities/political-line/
Free Market Florida	None	https://www.politifact.com/personalities/free-market-florida/
J.D. Hayworth	Republican	https://www.politifact.com/personalities/jd-hayworth/
Rebecca Dallet	None	https://www.politifact.com/personalities/rebecca-dallet/
Oath Keepers	Republican	https://www.politifact.com/personalities/oath-keepers/
Chad Mayes	Republican	https://www.politifact.com/personalities/chad-mayes/
Chet Edwards	Democrat	https://www.politifact.com/personalities/chet-edwards/
House Majority PAC	Democrat	https://www.politifact.com/personalities/house-majority-pac/
Project Republic	None	https://www.politifact.com/personalities/project-republic/
Centre for Research on Globalization	None	https://www.politifact.com/personalities/centre-research-globalization/
Charles Schumer	Democrat	https://www.politifact.com/personalities/charles-schumer/
Bill Daley	None	https://www.politifact.com/personalities/bill-daley/
Beaverton	None	https://www.politifact.com/personalities/city-beaverton/
Rob Hutton	Republican	https://www.politifact.com/personalities/rob-hutton/
Diane Ravitch	Newsmaker	https://www.politifact.com/personalities/diane-ravitch/
John Holdren	None	https://www.politifact.com/personalities/john-holdren/
Chris Sununu	Republican	https://www.politifact.com/personalities/chris-sununu/
Kirsten Gillibrand	Democrat	https://www.politifact.com/personalities/kirsten-gillibrand/
Tim Finchem	None	https://www.politifact.com/personalities/tim-finchem/
Jill Vogel	Republican	https://www.politifact.com/personalities/jill-vogel/
Viralusa	None	https://www.politifact.com/personalities/viralusa/
Jonathan Brostoff	Democrat	https://www.politifact.com/personalities/jonathan-brostoff/
Leon Panetta	Democrat	https://www.politifact.com/personalities/leon-panetta/
Juan Hern�ndez	Republican	https://www.politifact.com/personalities/juan-hernandez/
Josh Mandel	Republican	https://www.politifact.com/personalities/josh-mandel/
Judd Gregg	Republican	https://www.politifact.com/personalities/judd-gregg/
Donald Rumsfeld	Republican	https://www.politifact.com/personalities/donald-rumsfeld/
North Carolina state House Democratic Caucus	Democrat	https://www.politifact.com/personalities/north-carolina-state-house-democratic-caucus/
Patrick Murphy	Democrat	https://www.politifact.com/personalities/patrick-murphy/
Cecile Richards	Democrat	https://www.politifact.com/personalities/cecile-richards/
Sander Levin	Democrat	https://www.politifact.com/personalities/sander-levin/
CSC Mediagroup.USA	None	https://www.politifact.com/personalities/csc-mediagroupusa/
Brian Fitzpatrick	Republican	https://www.politifact.com/personalities/brian-fitzpatrick/
Evan Smith	None	https://www.politifact.com/personalities/evan-smith/
Taylor Swift	None	https://www.politifact.com/personalities/taylor-swift/
Thad Altman	Republican	https://www.politifact.com/personalities/thad-altman/
Amy Hanauer	None	https://www.politifact.com/personalities/amy-hanauer/
Phil King	Republican	https://www.politifact.com/personalities/phil-king/
Cenk Uygur	Democrat	https://www.politifact.com/personalities/cenk-uygur/
Rahm Emanuel	Democrat	https://www.politifact.com/personalities/rahm-emanuel/
Jonathan Karl	Journalist	https://www.politifact.com/personalities/jonathan-karl/
Charlie Hales	None	https://www.politifact.com/personalities/charlie-hales/
Brad Ellsworth	Democrat	https://www.politifact.com/personalities/brad-ellsworth/
Zoe Lofgren	Democrat	https://www.politifact.com/personalities/zoe-lofgren/
Henry Cuellar	Democrat	https://www.politifact.com/personalities/henry-cuellar/
Mike Males	None	https://www.politifact.com/personalities/mike-males/
NAACP	Organization	https://www.politifact.com/personalities/naacp/
Robert Martwick	Democrat	https://www.politifact.com/personalities/robert-martwick/
Tricia Pridemore	Republican	https://www.politifact.com/personalities/tricia-pridemore/
Astrid Silva	Democrat	https://www.politifact.com/personalities/astrid-silva/
Wisconsin Corn Growers Association	None	https://www.politifact.com/personalities/wisconsin-corn-growers-association/
Building a Better Ohio	None	https://www.politifact.com/personalities/building-better-ohio/
Jeremy "Spike" Cohen	Libertarian	https://www.politifact.com/personalities/jeremy-spike-cohen/
David Willis	Republican	https://www.politifact.com/personalities/david-willis/
Joe Atkins	Democrat	https://www.politifact.com/personalities/joe-atkins/
Alberto Carvalho	None	https://www.politifact.com/personalities/alberto-carvalho/
Steve Acenbrak	None	https://www.politifact.com/personalities/steve-acenbrak/
David Beckham	None	https://www.politifact.com/personalities/david-beckham/
Brian Wilson	None	https://www.politifact.com/personalities/brian-wilson/
Doug Jones	Democrat	https://www.politifact.com/personalities/doug-jones/
Adam Hasner	Republican	https://www.politifact.com/personalities/adam-hasner/
Mike Mullen	None	https://www.politifact.com/personalities/michael-mullen/
Our City, Our Safety, Our Choice	Organization	https://www.politifact.com/personalities/our-city-our-safety-our-choice/
Adam Schnelting	Republican	https://www.politifact.com/personalities/adam-schnelting/
D�Banj	None	https://www.politifact.com/personalities/dbanj/
Norcross City Council	None	https://www.politifact.com/personalities/norcross-city-council/
Joe Wilson	Republican	https://www.politifact.com/personalities/joe-wilson/
Michael Sullivan	Republican	https://www.politifact.com/personalities/michael-sullivan/
Melissa Johnson	None	https://www.politifact.com/personalities/melissa-johnson/
Presente.org	None	https://www.politifact.com/personalities/presente/
Richard Devlin	Democrat	https://www.politifact.com/personalities/richard-devlin/
Gordon Robertson	Republican	https://www.politifact.com/personalities/gordon-robertson/
Scott Suder	Republican	https://www.politifact.com/personalities/scott-suder/
Michael McDonald	Republican	https://www.politifact.com/personalities/michael-mcdonald/
Matt Caldwell	Republican	https://www.politifact.com/personalities/matt-caldwell/
Charles Van Zant	Republican	https://www.politifact.com/personalities/charles-van-zant/
Team PAC	Organization	https://www.politifact.com/personalities/team-pac/
Sylvia Romo	Democrat	https://www.politifact.com/personalities/sylvia-romo/
Martin Heinrich	Democrat	https://www.politifact.com/personalities/martin-heinrich/
Susan Shapiro	Activist	https://www.politifact.com/personalities/susan-shapiro/
Doug MacGinnitie	Republican	https://www.politifact.com/personalities/doug-macginnitie/
Daniel Riemer	Democrat	https://www.politifact.com/personalities/daniel-riemer/
Lucy McBath	Democrat	https://www.politifact.com/personalities/lucy-mcbath/
Mike McFadden	Republican	https://www.politifact.com/personalities/mike-mcfadden/
George Pataki	Republican	https://www.politifact.com/personalities/george-pataki/
Lisa Boothe	Republican	https://www.politifact.com/personalities/lisa-boothe/
Moms Rising	Democrat	https://www.politifact.com/personalities/moms-rising/
Rich Zipperer	Republican	https://www.politifact.com/personalities/rich-zipperer/
John Stossel	Libertarian	https://www.politifact.com/personalities/john-stossel/
Paul Mango	Republican	https://www.politifact.com/personalities/paul-mango/
Richard August	Talk show host	https://www.politifact.com/personalities/richard-august/
Will Herring	None	https://www.politifact.com/personalities/will-herring/
Broward County Police Benevolent Association	None	https://www.politifact.com/personalities/broward-county-police-benevolent-association/
Jimmy Anderson	Democrat	https://www.politifact.com/personalities/jimmy-anderson/
Daniel Gade	Republican	https://www.politifact.com/personalities/daniel-gade/
Brent Larkin	None	https://www.politifact.com/personalities/brent-larkin/
Stacey Campfield	Republican	https://www.politifact.com/personalities/stacey-campfield/
Paul Espinosa	Republican	https://www.politifact.com/personalities/paul-espinosa/
Miscellany Blue	Democrat	https://www.politifact.com/personalities/miscellany-blue/
TheMiamiGazette.com	None	https://www.politifact.com/personalities/miami-gazette/
Bob Thomas	Republican	https://www.politifact.com/personalities/bob-thomas/
Uspoln Website	None	https://www.politifact.com/personalities/uspoln/
John Lewis	Democrat	https://www.politifact.com/personalities/john-lewis/
Larry Pressler	Independent	https://www.politifact.com/personalities/larry-pressler/
Brian Sims	Democrat	https://www.politifact.com/personalities/brian-sims/
Federal Transit Administration	None	https://www.politifact.com/personalities/federal-transit-administration/
Free Thought Project	None	https://www.politifact.com/personalities/free-thought-project/
Rob Portman	Republican	https://www.politifact.com/personalities/rob-portman/
Michelle Wolf	None	https://www.politifact.com/personalities/michelle-wolf/
Mark Born	Republican	https://www.politifact.com/personalities/mark-born/
Charlie Flemming	None	https://www.politifact.com/personalities/charlie-flemming/
Kim Gray	None	https://www.politifact.com/personalities/kim-gray/
Johnny Isakson	Republican	https://www.politifact.com/personalities/johnny-isakson/
Brendan Doherty	Republican	https://www.politifact.com/personalities/brendan-doherty/
New Jersey Democratic State Committee	Democrat	https://www.politifact.com/personalities/new-jersey-democratic-state-committee/
Todd Rokita	Republican	https://www.politifact.com/personalities/todd-rokita/
Wisconsin Humane Society	Organization	https://www.politifact.com/personalities/wisconsin-humane-society/
Steve Phelps	None	https://www.politifact.com/personalities/steve-phelps/
Jack Falanagan	Republican	https://www.politifact.com/personalities/jack-falanagan/
Rhode Island Center for Freedom and Prosperity	Organization	https://www.politifact.com/personalities/rhode-island-center-freedom-and-prosperity/
Mario Diaz-Balart	Republican	https://www.politifact.com/personalities/mario-diaz-balart/
Republican News	Republican	https://www.politifact.com/personalities/republican-news/
Scott Wallace	Democrat	https://www.politifact.com/personalities/scott-wallace/
Reclaim America PAC	Republican	https://www.politifact.com/personalities/reclaim-america-pac/
Patrick Rose	Democrat	https://www.politifact.com/personalities/patrick-rose/
Obama Girl	None	https://www.politifact.com/personalities/obama-girl/
Jack Conners	Democrat	https://www.politifact.com/personalities/jack-conners/
Karen Handel	Republican	https://www.politifact.com/personalities/karen-handel/
Justin Amash	Republican	https://www.politifact.com/personalities/justin-amash/
Left Action	Democrat	https://www.politifact.com/personalities/left-action/
Coalition To Save Memorial Hospital Birthing Center	None	https://www.politifact.com/personalities/coalition-save-memorial-hospital-birthing-center-p/
Nancy Pfotenhauer	Republican	https://www.politifact.com/personalities/nancy-pfotenhauer/
Steven Teske	None	https://www.politifact.com/personalities/steven-teske/
Conservative Renewal PAC	Republican	https://www.politifact.com/personalities/conservative-renewal-pac/
Habitat for Humanity of Broward	None	https://www.politifact.com/personalities/habitat-humanity-broward/
Freedom Partners Action Fund	Organization	https://www.politifact.com/personalities/freedom-partners-action-fund/
Jimmie Massie	Republican	https://www.politifact.com/personalities/jimmy-massie/
Jason Gonzales	Democrat	https://www.politifact.com/personalities/jason-gonzales/
Maria Shriver	None	https://www.politifact.com/personalities/maria-shriver/
Kelli Stargel	Republican	https://www.politifact.com/personalities/kelli-stargel/
National Rifle Association	None	https://www.politifact.com/personalities/national-rifle-association/
Jim Marshall	Democrat	https://www.politifact.com/personalities/jim-marshall/
Fred Karger	Republican	https://www.politifact.com/personalities/fred-karger/
Texas Values	None	https://www.politifact.com/personalities/texas-values/
Wisconsin Education Association Council	Organization	https://www.politifact.com/personalities/wisconsin-education-association-council/
Jeff Judson	Tea Party member	https://www.politifact.com/personalities/jeff-judson/
Noah Smith	None	https://www.politifact.com/personalities/noah-smith/
Mr. Conservative	None	https://www.politifact.com/personalities/mr-conservative/
Joe Arpaio	Republican	https://www.politifact.com/personalities/joe-arpaio/
Now8News.com	None	https://www.politifact.com/personalities/now8newscom/
Anonymous Activist	None	https://www.politifact.com/personalities/anonymous-activist/
Nina Perales	None	https://www.politifact.com/personalities/nina-perales/
Mothers Against Drunk Driving	Organization	https://www.politifact.com/personalities/mothers-against-drunk-driving/
Iowa Senate Democrats	Democrat	https://www.politifact.com/personalities/iowa-senate-democrats/
John Berlau	None	https://www.politifact.com/personalities/john-berlau/
Greg Murphy	Republican	https://www.politifact.com/personalities/greg-murphy/
Sheila Jackson Lee	Democrat	https://www.politifact.com/personalities/sheila-jackson-lee/
Mark Sharpe	Republican	https://www.politifact.com/personalities/mark-sharpe/
Jimmy Barrett	None	https://www.politifact.com/personalities/jimmy-barrett/
Markwayne Mullin	Republican	https://www.politifact.com/personalities/markwayne-mullin/
Jennette Gayer	None	https://www.politifact.com/personalities/jennette-gayer/
Don Pridemore	Republican	https://www.politifact.com/personalities/don-pridemore/
Greta Neubauer	Democrat	https://www.politifact.com/personalities/greta-neubauer/
New Hampshire Republican Party	Republican	https://www.politifact.com/personalities/new-hampshire-republican-party/
Katrina Pierson	Republican	https://www.politifact.com/personalities/katrina-pierson/
Joe Wilkinson	Republican	https://www.politifact.com/personalities/joe-wilkinson/
Phil Roe	Republican	https://www.politifact.com/personalities/phil-roe/
Lawrence Summers	Democrat	https://www.politifact.com/personalities/lawrence-summers/
Adan Ballesteros	Democrat	https://www.politifact.com/personalities/Ballesteros/
Amalgamated Transit Union	Organization	https://www.politifact.com/personalities/amalgamated-transit-union/
Candy Crowley	None	https://www.politifact.com/personalities/candy-crowley/
Brian Tyler Cohen	Democrat	https://www.politifact.com/personalities/brian-tyler-cohen/
CNN	None	https://www.politifact.com/personalities/cnn/
Mark Drewniak	Republican	https://www.politifact.com/personalities/mark-drewniak/
Preserve America PAC	Republican	https://www.politifact.com/personalities/preserve-america-pac/
Florida Grown	Republican	https://www.politifact.com/personalities/florida-grown/
DailyNewsForAmericans.com	None	https://www.politifact.com/personalities/dailynewsforamericanscom/
Clarence Thomas	None	https://www.politifact.com/personalities/clarence-thomas/
The Politico News	None	https://www.politifact.com/personalities/politico-news/
Oregon 2014	Organization	https://www.politifact.com/personalities/oregon-2014/
Herb Kohl	Democrat	https://www.politifact.com/personalities/herb-kohl/
James Corden	None	https://www.politifact.com/personalities/james-corden/
Danny Porter	None	https://www.politifact.com/personalities/danny-porter/
Dana Wachs	Democrat	https://www.politifact.com/personalities/dana-wachs/
WashingtonSources	None	https://www.politifact.com/personalities/washingtonsources/
ESPN	None	https://www.politifact.com/personalities/espn/
Joe Garcia	Democrat	https://www.politifact.com/personalities/joe-garcia/
Elton John	None	https://www.politifact.com/personalities/elton-john/
Kelly McGinn	Republican	https://www.politifact.com/personalities/kelly-mcginn/
Rob Moshein	Democrat	https://www.politifact.com/personalities/rob-moshein/
David Prosser	Republican	https://www.politifact.com/personalities/david-prosser/
Justin Trudeau	Liberal Party of Canada	https://www.politifact.com/personalities/justin-trudeau/
Philip Keefe	Labor leader	https://www.politifact.com/personalities/philip-keefe/
Alfonso Morales	None	https://www.politifact.com/personalities/alfonso-morales/
Distilled Spirits Council of the United States	Organization	https://www.politifact.com/personalities/distilled-spirits-council-united-states/
Dustin Inman Society	Organization	https://www.politifact.com/personalities/dustin-inman-society/
Colleen Conley	Tea Party member	https://www.politifact.com/personalities/colleen-conley/
Sheri Gallo	None	https://www.politifact.com/personalities/sheri-gallo/
Mike Foley	Democrat	https://www.politifact.com/personalities/mike-foley/
Sharron Angle	Republican	https://www.politifact.com/personalities/sharron-angle/
Josh Kaul	Democrat	https://www.politifact.com/personalities/josh-kaul/
Marilinda Garcia	Republican	https://www.politifact.com/personalities/marilinda-garcia/
Patriotnetwork.one	None	https://www.politifact.com/personalities/patriotnetworkone/
Russian Ministry of Defense	None	https://www.politifact.com/personalities/russian-ministry-defense/
Conservative Daily Post	Organization	https://www.politifact.com/personalities/conservative-daily-post/
Texans for Reliable Power	None	https://www.politifact.com/personalities/texans-reliable-power/
Lone Star Project	Democrat	https://www.politifact.com/personalities/lone-star-project/
Michael McCaul	Republican	https://www.politifact.com/personalities/michael-mccaul/
Kiki Curls	Democrat	https://www.politifact.com/personalities/kiki-curls/
Mike Haridopolos	Republican	https://www.politifact.com/personalities/mike-haridopolos/
Heritage Action	None	https://www.politifact.com/personalities/heritage-action/
Kellyanne Conway	Republican	https://www.politifact.com/personalities/kellyanne-conway/
Andrew Cuomo	Democrat	https://www.politifact.com/personalities/andrew-cuomo/
Chris Malone	Republican	https://www.politifact.com/personalities/chris-malone/
Texas Public Policy Foundation	None	https://www.politifact.com/personalities/texas-public-policy-foundation/
Ruben Navarrette Jr.	None	https://www.politifact.com/personalities/ruben-navarrette-jr/
Jack Conway	Democrat	https://www.politifact.com/personalities/jack-conway/
Eleanor Holmes Norton	Democrat	https://www.politifact.com/personalities/eleanor-holmes-norton/
Chris Garrett and Bill Kennemer	None	https://www.politifact.com/personalities/chris-garrett-bill-kennemer/
Raymond LaHood	Republican	https://www.politifact.com/personalities/raymond-lahood/
E. Gordon Gee	None	https://www.politifact.com/personalities/e-gordon-gee/
John Legend	None	https://www.politifact.com/personalities/john-legend/
Scott Neitzel	Newsmaker	https://www.politifact.com/personalities/scott-neitzel/
Nick Ciparro	Republican	https://www.politifact.com/personalities/nick-ciparro/
Susan Latvala	None	https://www.politifact.com/personalities/susan-latvala/
Ban Ki-moon	None	https://www.politifact.com/personalities/ban-ki-moon/
Michelle Litjens	Republican	https://www.politifact.com/personalities/michelle-litjens/
Carol Siemon	Democrat	https://www.politifact.com/personalities/carol-siemon/
Frank Annunziato	Labor leader	https://www.politifact.com/personalities/frank-annunziato/
Jack Salzwedel	Newsmaker	https://www.politifact.com/personalities/jack-salzwedel/
A C Wharton	Democrat	https://www.politifact.com/personalities/c-wharton/
Jamie Radtke	Republican	https://www.politifact.com/personalities/jamie-radtke/
Martin Shkreli	None	https://www.politifact.com/personalities/martin-shkreli/
Tammy Duckworth	Democrat	https://www.politifact.com/personalities/tammy-duckworth/
Dawnna Dukes	Democrat	https://www.politifact.com/personalities/dawnna-dukes/
David Englin	Democrat	https://www.politifact.com/personalities/david-englin/
Dan Sullivan	Republican	https://www.politifact.com/personalities/dan-sullivan/
Jamie Weinstein	None	https://www.politifact.com/personalities/jamie-weinstein/
David Raynor	None	https://www.politifact.com/personalities/david-raynor/
Lorraine Lewandrowski	None	https://www.politifact.com/personalities/lorraine-lewandrowski/
Oregon Business Association	Organization	https://www.politifact.com/personalities/oregon-business-association/
Kathleen Connell	Democrat	https://www.politifact.com/personalities/kathleen-connell/
Transportation Leadership Coalition	None	https://www.politifact.com/personalities/transportation-leadership-coalition/
Tom Craddick	Republican	https://www.politifact.com/personalities/tom-craddick/
Senate Republicans	Republican	https://www.politifact.com/personalities/national-senate-republicans/
Alisha Thomas Morgan	Democrat	https://www.politifact.com/personalities/alisha-thomas-morgan/
Florida News Flash	None	https://www.politifact.com/personalities/florida-news-flash/
John McGuire	Republican	https://www.politifact.com/personalities/john-mcguire/
Dana Young	Republican	https://www.politifact.com/personalities/dana-young/
Mike Scott	Republican	https://www.politifact.com/personalities/mike-scott/
Ken Blackwell	Republican	https://www.politifact.com/personalities/ken-blackwell/
Center for American Progress	Organization	https://www.politifact.com/personalities/center-american-progress/
William Weld	Libertarian	https://www.politifact.com/personalities/william-weld/
John King	None	https://www.politifact.com/personalities/john-king/
John Flanagan	Republican	https://www.politifact.com/personalities/john-flanagan/
Jeff Shipley	Republican	https://www.politifact.com/personalities/jeff-shipley/
Andy Gardiner	Republican	https://www.politifact.com/personalities/andy-gardiner/
Jesse Haw	Republican	https://www.politifact.com/personalities/jesse-haw/
Spencer Bachus	Republican	https://www.politifact.com/personalities/spencer-bachus/
Elizabeth Foley	None	https://www.politifact.com/personalities/elizabeth-foley/
Eva Longoria Baston	Democrat	https://www.politifact.com/personalities/eva-longoria/
Our Principles PAC	Republican	https://www.politifact.com/personalities/our-principles-pac/
John Taylor 2	Business leader	https://www.politifact.com/personalities/john-taylor-2/
Jeff Mullis	Republican	https://www.politifact.com/personalities/jeff-mullis/
Ken Hodges	Democrat	https://www.politifact.com/personalities/ken-hodges/
Ed Rendell	Democrat	https://www.politifact.com/personalities/ed-rendell/
Kathy Miller	None	https://www.politifact.com/personalities/kathy-miller/
Viral media reports	None	https://www.politifact.com/personalities/viral-media-reports/
Paul Babeu	Republican	https://www.politifact.com/personalities/paul-babeu/
Mark Belling	Talk show host	https://www.politifact.com/personalities/mark-belling/
18% of the American public	None	https://www.politifact.com/personalities/18-percent-american-public/
Florida Strong	None	https://www.politifact.com/personalities/florida-strong/
Zell Miller	None	https://www.politifact.com/personalities/zell-miller/
Derrick Johnson	None	https://www.politifact.com/personalities/derrick-johnson/
Pramila Jayapal	Democrat	https://www.politifact.com/personalities/pramila-jayapal/
Brian Robinson	Republican	https://www.politifact.com/personalities/brian-robinson/
The Trump Talks	None	https://www.politifact.com/personalities/trump-talks/
Sloan Roach	None	https://www.politifact.com/personalities/sloan-roach/
Katie Porter	Democrat	https://www.politifact.com/personalities/katie-porter/
Tobias Read	Democrat	https://www.politifact.com/personalities/tobias-read/
Jim Doyle	Democrat	https://www.politifact.com/personalities/jim-doyle/
Shirley Turner	Democrat	https://www.politifact.com/personalities/shirley-turner/
Sonna Singleton	Democrat	https://www.politifact.com/personalities/sonna-singleton/
Talmadge Heflin	Republican	https://www.politifact.com/personalities/talmadge-heflin/
Kayleigh McEnany	Republican	https://www.politifact.com/personalities/kayleigh-mcenany/
Dan Kaufman	None	https://www.politifact.com/personalities/dan-kaufman/
Richard Paglia	None	https://www.politifact.com/personalities/richard-paglia/
Matt Patten	Democrat	https://www.politifact.com/personalities/matt-patten/
Christina Blackcloud	Democrat	https://www.politifact.com/personalities/christina-blackcloud/
Brendan Reilly	None	https://www.politifact.com/personalities/brendan-reilly/
